panel	gene	ref_id	source	assembly_accession	nuccore_accession	protein_accession	locus_tag	organism	product	location	evidence	length_nt	length_aa	multiple_of_3
citrobacter	ompF	ompF|WP_016149871.1|NZ_LR890181.1|JMV71_RS15480	ncbi_refseq_auto	GCF_904859905.1	NZ_LR890181.1	WP_016149871.1	JMV71_RS15480	Citrobacter freundii MSB1_1H	porin OmpF	3153942..3155018	refseq_gene_name	1077	358	True
citrobacter	ompF	ompF|WP_121528839.1|NZ_CP101080.1|NMD07_RS16105	ncbi_refseq_auto	GCF_041319875.1	NZ_CP101080.1	WP_121528839.1	NMD07_RS16105	Citrobacter cronae	porin OmpF	3318949..3320025	species representative; ortholog by 87.2% identity to the panel allele; modal in 1/1 screened Citrobacter cronae genomes	1077	358	True
citrobacter	ompF	ompF|WP_012132994.1|NC_009792.1|CKO_RS09060	ncbi_refseq_auto	GCF_000018045.1	NC_009792.1	WP_012132994.1	CKO_RS09060	Citrobacter koseri	porin OmpF	1976780..1977868	species representative; ortholog by 87.4% identity to the panel allele; modal in 2/4 screened Citrobacter koseri genomes	1089	362	True
citrobacter	ompF	ompF|WP_370613794.1|NZ_CP101060.1|NMD21_RS16355	ncbi_refseq_auto	GCF_041319845.1	NZ_CP101060.1	WP_370613794.1	NMD21_RS16355	Citrobacter portucalensis	porin OmpF	3352674..3353762	species representative; ortholog by 93.6% identity to the panel allele; modal in 1/3 screened Citrobacter portucalensis genomes	1089	362	True
citrobacter	ompF	ompF|WP_042288074.1|NZ_BBNB01000007.1|CSE01S_RS11025	ncbi_refseq_auto	GCF_000759835.1	NZ_BBNB01000007.1	WP_042288074.1	CSE01S_RS11025	Citrobacter sedlakii	porin OmpF	127211..128326	species representative; ortholog by 87.4% identity to the panel allele; modal in 1/1 screened Citrobacter sedlakii genomes	1116	371	True
citrobacter	ompR	ompR|WP_001157751.1|NZ_LR890181.1|JMV71_RS01545	ncbi_refseq_auto	GCF_904859905.1	NZ_LR890181.1	WP_001157751.1	JMV71_RS01545	Citrobacter freundii MSB1_1H	osmolarity response regulator transcription factor OmpR	333260..333979	refseq_gene_name	720	239	True
citrobacter	phoE	phoE|WP_003031375.1|NZ_LR890181.1|JMV71_RS18830	ncbi_refseq_auto	GCF_904859905.1	NZ_LR890181.1	WP_003031375.1	JMV71_RS18830	Citrobacter freundii MSB1_1H	phosphoporin PhoE	3878093..3879148	refseq_gene_name	1056	351	True
citrobacter	phoE	phoE|WP_204526788.1|NZ_CP101080.1|NMD07_RS19875	ncbi_refseq_auto	GCF_041319875.1	NZ_CP101080.1	WP_204526788.1	NMD07_RS19875	Citrobacter cronae	phosphoporin PhoE	4125811..4126866	species representative; ortholog by 98.3% identity to the panel allele; modal in 1/1 screened Citrobacter cronae genomes	1056	351	True
citrobacter	phoE	phoE|WP_024130644.1|NC_009792.1|CKO_RS12595	ncbi_refseq_auto	GCF_000018045.1	NC_009792.1	WP_024130644.1	CKO_RS12595	Citrobacter koseri	phosphoporin PhoE	2736819..2737871	species representative; ortholog by 85.9% identity to the panel allele; modal in 4/4 screened Citrobacter koseri genomes	1053	350	True
citrobacter	phoE	phoE|WP_079939429.1|NZ_CP101060.1|NMD21_RS19830	ncbi_refseq_auto	GCF_041319845.1	NZ_CP101060.1	WP_079939429.1	NMD21_RS19830	Citrobacter portucalensis	phosphoporin PhoE	4110353..4111408	species representative; ortholog by 99.7% identity to the panel allele; modal in 1/3 screened Citrobacter portucalensis genomes	1056	351	True
citrobacter	phoE	phoE|WP_042286151.1|NZ_BBNB01000002.1|CSE01S_RS07315	ncbi_refseq_auto	GCF_000759835.1	NZ_BBNB01000002.1	WP_042286151.1	CSE01S_RS07315	Citrobacter sedlakii	phosphoporin PhoE	632323..633375	species representative; ortholog by 84.7% identity to the panel allele; modal in 1/1 screened Citrobacter sedlakii genomes	1053	350	True
citrobacter	pmrA	pmrA|WP_003031849.1|NZ_LR890181.1|JMV71_RS21525	ncbi_refseq_auto	GCF_904859905.1	NZ_LR890181.1	WP_003031849.1	JMV71_RS21525	Citrobacter freundii MSB1_1H	two-component system response regulator PmrA	4460798..4461466	refseq_gene_name	669	222	True
citrobacter	pmrA	pmrA|WP_038636427.1|NZ_CP101080.1|NMD07_RS23105	ncbi_refseq_auto	GCF_041319875.1	NZ_CP101080.1	WP_038636427.1	NMD07_RS23105	Citrobacter cronae	two-component system response regulator PmrA	4798976..4799644	species representative; ortholog by 99.1% identity to the panel allele; modal in 1/1 screened Citrobacter cronae genomes	669	222	True
citrobacter	pmrA	pmrA|WP_012134524.1|NC_009792.1|CKO_RS16050	ncbi_refseq_auto	GCF_000018045.1	NC_009792.1	WP_012134524.1	CKO_RS16050	Citrobacter koseri	two-component system response regulator PmrA	3492534..3493202	species representative; ortholog by 91.4% identity to the panel allele; modal in 4/4 screened Citrobacter koseri genomes	669	222	True
citrobacter	pmrA	pmrA|WP_286636000.1|NZ_CP101060.1|NMD21_RS22985	ncbi_refseq_auto	GCF_041319845.1	NZ_CP101060.1	WP_286636000.1	NMD21_RS22985	Citrobacter portucalensis	two-component system response regulator PmrA	4780466..4781134	species representative; ortholog by 98.6% identity to the panel allele; modal in 1/3 screened Citrobacter portucalensis genomes	669	222	True
citrobacter	pmrB	pmrB|WP_230323728.1|NZ_LR890181.1|JMV71_RS21530	ncbi_refseq_auto	GCF_904859905.1	NZ_LR890181.1	WP_230323728.1	JMV71_RS21530	Citrobacter freundii MSB1_1H	two-component system sensor histidine kinase PmrB	4461518..4462549	refseq_gene_name	1032	343	True
citrobacter	pmrB	pmrB|WP_038636424.1|NZ_CP101080.1|NMD07_RS23110	ncbi_refseq_auto	GCF_041319875.1	NZ_CP101080.1	WP_038636424.1	NMD07_RS23110	Citrobacter cronae	two-component system sensor histidine kinase PmrB	4799645..4800727	species representative; ortholog by 95.0% identity to the panel allele; modal in 1/1 screened Citrobacter cronae genomes	1083	360	True
citrobacter	pmrB	pmrB|WP_024130816.1|NC_009792.1|CKO_RS16055	ncbi_refseq_auto	GCF_000018045.1	NC_009792.1	WP_024130816.1	CKO_RS16055	Citrobacter koseri	two-component system sensor histidine kinase PmrB	3493203..3494288	species representative; ortholog by 83.1% identity to the panel allele; modal in 4/4 screened Citrobacter koseri genomes	1086	361	True
citrobacter	pmrB	pmrB|WP_370616570.1|NZ_CP101060.1|NMD21_RS22990	ncbi_refseq_auto	GCF_041319845.1	NZ_CP101060.1	WP_370616570.1	NMD21_RS22990	Citrobacter portucalensis	two-component system sensor histidine kinase PmrB	4781186..4782217	species representative; ortholog by 97.1% identity to the panel allele; modal in 1/3 screened Citrobacter portucalensis genomes	1032	343	True
citrobacter	pmrB	pmrB|WP_042291049.1|NZ_BBNB01000013.1|CSE01S_RS17405	ncbi_refseq_auto	GCF_000759835.1	NZ_BBNB01000013.1	WP_042291049.1	CSE01S_RS17405	Citrobacter sedlakii	two-component system sensor histidine kinase PmrB	52016..53095	species representative; ortholog by 83.2% identity to the panel allele; modal in 1/1 screened Citrobacter sedlakii genomes	1080	359	True
citrobacter	pmrD	pmrD|WP_003839377.1|NZ_LR890181.1|JMV71_RS08065	ncbi_refseq_auto	GCF_904859905.1	NZ_LR890181.1	WP_003839377.1	JMV71_RS08065	Citrobacter freundii MSB1_1H	signal transduction protein PmrD	1649995..1650258	refseq_gene_name	264	87	True
citrobacter	pmrD	pmrD|WP_085047822.1|NZ_CP101080.1|NMD07_RS08430	ncbi_refseq_auto	GCF_041319875.1	NZ_CP101080.1	WP_085047822.1	NMD07_RS08430	Citrobacter cronae	signal transduction protein PmrD	1776390..1776653	species representative; ortholog by 95.4% identity to the panel allele; modal in 1/1 screened Citrobacter cronae genomes	264	87	True
citrobacter	pmrD	pmrD|WP_191228394.1|NZ_CP099373.1|NFK58_RS08395	ncbi_refseq_auto	GCF_029719225.1	NZ_CP099373.1	WP_191228394.1	NFK58_RS08395	Citrobacter portucalensis	signal transduction protein PmrD	1772448..1772711	species representative; ortholog by 90.8% identity to the panel allele; modal in 2/3 screened Citrobacter portucalensis genomes	264	87	True
citrobacter	qseB	qseB|WP_003024547.1|NZ_LR890181.1|JMV71_RS03640	ncbi_refseq_auto	GCF_904859905.1	NZ_LR890181.1	WP_003024547.1	JMV71_RS03640	Citrobacter freundii MSB1_1H	quorum sensing response regulator transcription factor QseB	complement(737662..738321)	refseq_gene_name	660	219	True
citrobacter	qseB	qseB|WP_370621129.1|NZ_CP101080.1|NMD07_RS04150	ncbi_refseq_auto	GCF_041319875.1	NZ_CP101080.1	WP_370621129.1	NMD07_RS04150	Citrobacter cronae	quorum sensing response regulator transcription factor QseB	complement(846060..846719)	species representative; ortholog by 98.2% identity to the panel allele; modal in 1/1 screened Citrobacter cronae genomes	660	219	True
citrobacter	qseB	qseB|WP_012135153.1|NC_009792.1|CKO_RS18840	ncbi_refseq_auto	GCF_000018045.1	NC_009792.1	WP_012135153.1	CKO_RS18840	Citrobacter koseri	quorum sensing response regulator transcription factor QseB	4087040..4087699	species representative; ortholog by 89.0% identity to the panel allele; modal in 2/4 screened Citrobacter koseri genomes	660	219	True
citrobacter	qseB	qseB|WP_123267910.1|NZ_CP099373.1|NFK58_RS03780	ncbi_refseq_auto	GCF_029719225.1	NZ_CP099373.1	WP_123267910.1	NFK58_RS03780	Citrobacter portucalensis	quorum sensing response regulator transcription factor QseB	complement(761123..761782)	species representative; ortholog by 99.5% identity to the panel allele; modal in 2/3 screened Citrobacter portucalensis genomes	660	219	True
citrobacter	qseB	qseB|WP_042289246.1|NZ_BBNB01000009.1|CSE01S_RS13215	ncbi_refseq_auto	GCF_000759835.1	NZ_BBNB01000009.1	WP_042289246.1	CSE01S_RS13215	Citrobacter sedlakii	quorum sensing response regulator transcription factor QseB	73566..74225	species representative; ortholog by 88.6% identity to the panel allele; modal in 1/1 screened Citrobacter sedlakii genomes	660	219	True
citrobacter	qseC	qseC|WP_119174549.1|NZ_LR890181.1|JMV71_RS03635	ncbi_refseq_auto	GCF_904859905.1	NZ_LR890181.1	WP_119174549.1	JMV71_RS03635	Citrobacter freundii MSB1_1H	quorum sensing histidine kinase QseC	complement(736316..737665)	refseq_gene_name	1350	449	True
citrobacter	qseC	qseC|WP_069324346.1|NZ_CP101080.1|NMD07_RS04145	ncbi_refseq_auto	GCF_041319875.1	NZ_CP101080.1	WP_069324346.1	NMD07_RS04145	Citrobacter cronae	quorum sensing histidine kinase QseC	complement(844714..846063)	species representative; ortholog by 85.7% identity to the panel allele; modal in 1/1 screened Citrobacter cronae genomes	1350	449	True
citrobacter	qseC	qseC|WP_012135154.1|NC_009792.1|CKO_RS18845	ncbi_refseq_auto	GCF_000018045.1	NC_009792.1	WP_012135154.1	CKO_RS18845	Citrobacter koseri	quorum sensing histidine kinase QseC	4087696..4089045	species representative; ortholog by 85.1% identity to the panel allele; modal in 1/4 screened Citrobacter koseri genomes	1350	449	True
citrobacter	qseC	qseC|WP_370615236.1|NZ_CP101060.1|NMD21_RS03640	ncbi_refseq_auto	GCF_041319845.1	NZ_CP101060.1	WP_370615236.1	NMD21_RS03640	Citrobacter portucalensis	quorum sensing histidine kinase QseC	complement(740431..741780)	species representative; ortholog by 98.2% identity to the panel allele; modal in 1/3 screened Citrobacter portucalensis genomes	1350	449	True
citrobacter	ramA	ramA|WP_003021996.1|NZ_LR890181.1|JMV71_RS17265	ncbi_refseq_auto	GCF_904859905.1	NZ_LR890181.1	WP_003021996.1	JMV71_RS17265	Citrobacter freundii MSB1_1H	RamA family antibiotic efflux transcriptional regulator	complement(3527309..3527650)	refseq_product=RamA family antibiotic efflux transcriptional regulator	342	113	True
citrobacter	soxR	soxR|WP_003031733.1|NZ_LR890181.1|JMV71_RS21800	ncbi_refseq_auto	GCF_904859905.1	NZ_LR890181.1	WP_003031733.1	JMV71_RS21800	Citrobacter freundii MSB1_1H	redox-sensitive transcriptional activator SoxR	complement(4521197..4521655)	refseq_gene_name	459	152	True
citrobacter	soxR	soxR|WP_003826630.1|NZ_CP101080.1|NMD07_RS23365	ncbi_refseq_auto	GCF_041319875.1	NZ_CP101080.1	WP_003826630.1	NMD07_RS23365	Citrobacter cronae	redox-sensitive transcriptional activator SoxR	complement(4852944..4853402)	species representative; ortholog by 99.3% identity to the panel allele; modal in 1/1 screened Citrobacter cronae genomes	459	152	True
citrobacter	soxR	soxR|WP_049011570.1|NZ_CP022073.1|CEP66_RS05835	ncbi_refseq_auto	GCF_002208985.1	NZ_CP022073.1	WP_049011570.1	CEP66_RS05835	Citrobacter koseri	redox-sensitive transcriptional activator SoxR	complement(1209726..1210184)	species representative; ortholog by 94.1% identity to the panel allele; modal in 3/4 screened Citrobacter koseri genomes	459	152	True
citrobacter	soxR	soxR|WP_042291170.1|NZ_BBNB01000013.1|CSE01S_RS17650	ncbi_refseq_auto	GCF_000759835.1	NZ_BBNB01000013.1	WP_042291170.1	CSE01S_RS17650	Citrobacter sedlakii	redox-sensitive transcriptional activator SoxR	complement(99846..100304)	species representative; ortholog by 94.1% identity to the panel allele; modal in 1/1 screened Citrobacter sedlakii genomes	459	152	True
citrobacter	soxS	soxS|WP_003031731.1|NZ_LR890181.1|JMV71_RS21805	ncbi_refseq_auto	GCF_904859905.1	NZ_LR890181.1	WP_003031731.1	JMV71_RS21805	Citrobacter freundii MSB1_1H	superoxide response transcriptional regulator SoxS	4521742..4522065	refseq_gene_name	324	107	True
citrobacter	soxS	soxS|WP_005132611.1|NZ_CP101080.1|NMD07_RS23370	ncbi_refseq_auto	GCF_041319875.1	NZ_CP101080.1	WP_005132611.1	NMD07_RS23370	Citrobacter cronae	superoxide response transcriptional regulator SoxS	4853489..4853812	species representative; ortholog by 99.1% identity to the panel allele; modal in 1/1 screened Citrobacter cronae genomes	324	107	True
citrobacter	soxS	soxS|WP_012134599.1|NC_009792.1|CKO_RS16360	ncbi_refseq_auto	GCF_000018045.1	NC_009792.1	WP_012134599.1	CKO_RS16360	Citrobacter koseri	superoxide response transcriptional regulator SoxS	3555110..3555433	species representative; ortholog by 96.3% identity to the panel allele; modal in 4/4 screened Citrobacter koseri genomes	324	107	True
citrobacter	soxS	soxS|WP_079938971.1|NZ_CP099373.1|NFK58_RS23360	ncbi_refseq_auto	GCF_029719225.1	NZ_CP099373.1	WP_079938971.1	NFK58_RS23360	Citrobacter portucalensis	superoxide response transcriptional regulator SoxS	4852159..4852482	species representative; ortholog by 99.1% identity to the panel allele; modal in 2/3 screened Citrobacter portucalensis genomes	324	107	True
citrobacter	soxS	soxS|WP_042291172.1|NZ_BBNB01000013.1|CSE01S_RS17655	ncbi_refseq_auto	GCF_000759835.1	NZ_BBNB01000013.1	WP_042291172.1	CSE01S_RS17655	Citrobacter sedlakii	superoxide response transcriptional regulator SoxS	100390..100713	species representative; ortholog by 95.3% identity to the panel allele; modal in 1/1 screened Citrobacter sedlakii genomes	324	107	True
citrobacter	tolC	tolC|WP_085951568.1|NZ_LR890181.1|JMV71_RS03575	ncbi_refseq_auto	GCF_904859905.1	NZ_LR890181.1	WP_085951568.1	JMV71_RS03575	Citrobacter freundii MSB1_1H	outer membrane channel protein TolC	complement(723753..725231)	refseq_gene_name	1479	492	True
citrobacter	tolC	tolC|WP_087856820.1|NZ_CP101080.1|NMD07_RS04105	ncbi_refseq_auto	GCF_041319875.1	NZ_CP101080.1	WP_087856820.1	NMD07_RS04105	Citrobacter cronae	outer membrane channel protein TolC	complement(837495..838973)	species representative; ortholog by 97.3% identity to the panel allele; modal in 1/1 screened Citrobacter cronae genomes	1479	492	True
citrobacter	tolC	tolC|WP_012135166.1|NC_009792.1|CKO_RS18905	ncbi_refseq_auto	GCF_000018045.1	NC_009792.1	WP_012135166.1	CKO_RS18905	Citrobacter koseri	outer membrane channel protein TolC	4100243..4101712	species representative; ortholog by 94.4% identity to the panel allele; modal in 3/4 screened Citrobacter koseri genomes	1470	489	True
citrobacter	tolC	tolC|WP_370615231.1|NZ_CP101060.1|NMD21_RS03600	ncbi_refseq_auto	GCF_041319845.1	NZ_CP101060.1	WP_370615231.1	NMD21_RS03600	Citrobacter portucalensis	outer membrane channel protein TolC	complement(733192..734682)	species representative; ortholog by 98.2% identity to the panel allele; modal in 1/3 screened Citrobacter portucalensis genomes	1491	496	True
citrobacter	tolC	tolC|WP_082636857.1|NZ_BBNB01000009.1|CSE01S_RS13285	ncbi_refseq_auto	GCF_000759835.1	NZ_BBNB01000009.1	WP_082636857.1	CSE01S_RS13285	Citrobacter sedlakii	outer membrane channel protein TolC	88050..89525	species representative; ortholog by 93.6% identity to the panel allele; modal in 1/1 screened Citrobacter sedlakii genomes	1476	491	True
citrobacter	tonB	tonB|WP_168150127.1|NZ_LR890181.1|JMV71_RS11250	ncbi_refseq_auto	GCF_904859905.1	NZ_LR890181.1	WP_168150127.1	JMV71_RS11250	Citrobacter freundii MSB1_1H	TonB system transport protein TonB	2297048..2297776	refseq_gene_name	729	242	True
citrobacter	tonB	tonB|WP_038643203.1|NZ_CP101080.1|NMD07_RS11760	ncbi_refseq_auto	GCF_041319875.1	NZ_CP101080.1	WP_038643203.1	NMD07_RS11760	Citrobacter cronae	TonB system transport protein TonB	2442167..2442883	species representative; ortholog by 94.5% identity to the panel allele; modal in 1/1 screened Citrobacter cronae genomes	717	238	True
citrobacter	tonB	tonB|WP_071259038.1|NZ_AP023452.1|MPUCK001_RS12265	ncbi_refseq_auto	GCF_014679775.1	NZ_AP023452.1	WP_071259038.1	MPUCK001_RS12265	Citrobacter koseri	TonB system transport protein TonB	complement(2620964..2621674)	species representative; ortholog by 92.4% identity to the panel allele; modal in 2/4 screened Citrobacter koseri genomes	711	236	True
citrobacter	tonB	tonB|WP_370616282.1|NZ_CP101060.1|NMD21_RS11620	ncbi_refseq_auto	GCF_041319845.1	NZ_CP101060.1	WP_370616282.1	NMD21_RS11620	Citrobacter portucalensis	TonB system transport protein TonB	2411988..2412716	species representative; ortholog by 98.3% identity to the panel allele; modal in 1/3 screened Citrobacter portucalensis genomes	729	242	True
citrobacter	tonB	tonB|WP_042284704.1|NZ_BBNB01000001.1|CSE01S_RS01870	ncbi_refseq_auto	GCF_000759835.1	NZ_BBNB01000001.1	WP_042284704.1	CSE01S_RS01870	Citrobacter sedlakii	TonB system transport protein TonB	complement(393264..393998)	species representative; ortholog by 92.3% identity to the panel allele; modal in 1/1 screened Citrobacter sedlakii genomes	735	244	True
citrobacter	ugd	ugd|WP_119174369.1|NZ_LR890181.1|JMV71_RS09275	ncbi_refseq_auto	GCF_904859905.1	NZ_LR890181.1	WP_119174369.1	JMV71_RS09275	Citrobacter freundii MSB1_1H	UDP-glucose 6-dehydrogenase	1926518..1927684	refseq_gene_name	1167	388	True
citrobacter	ugd	ugd|WP_085047951.1|NZ_CP101080.1|NMD07_RS09655	ncbi_refseq_auto	GCF_041319875.1	NZ_CP101080.1	WP_085047951.1	NMD07_RS09655	Citrobacter cronae	UDP-glucose 6-dehydrogenase	2060713..2061879	species representative; ortholog by 97.2% identity to the panel allele; modal in 1/1 screened Citrobacter cronae genomes	1167	388	True
citrobacter	ugd	ugd|WP_012131732.1|NC_009792.1|CKO_RS03280	ncbi_refseq_auto	GCF_000018045.1	NC_009792.1	WP_012131732.1	CKO_RS03280	Citrobacter koseri	UDP-glucose 6-dehydrogenase	733127..734293	species representative; ortholog by 84.9% identity to the panel allele; modal in 1/4 screened Citrobacter koseri genomes	1167	388	True
citrobacter	ugd	ugd|WP_286637117.1|NZ_CP101060.1|NMD21_RS09050	ncbi_refseq_auto	GCF_041319845.1	NZ_CP101060.1	WP_286637117.1	NMD21_RS09050	Citrobacter portucalensis	UDP-glucose 6-dehydrogenase	1949007..1950173	species representative; ortholog by 89.2% identity to the panel allele; modal in 1/2 screened Citrobacter portucalensis genomes	1167	388	True
citrobacter	ugd	ugd|WP_042284261.1|NZ_BBNB01000001.1|CSE01S_RS03510	ncbi_refseq_auto	GCF_000759835.1	NZ_BBNB01000001.1	WP_042284261.1	CSE01S_RS03510	Citrobacter sedlakii	UDP-glucose 6-dehydrogenase	complement(705815..706981)	species representative; ortholog by 85.9% identity to the panel allele; modal in 1/1 screened Citrobacter sedlakii genomes	1167	388	True
e_coli	acrA	acrA|NP_414996.1|NC_000913.3|b0463	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_414996.1	b0463	Escherichia coli str. K-12 substr. MG1655	multidrug efflux pump membrane fusion lipoprotein AcrA	complement(484426..485619)	refseq_gene_name	1194	397	True
e_coli	acrB	acrB|NP_414995.1|NC_000913.3|b0462	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_414995.1	b0462	Escherichia coli str. K-12 substr. MG1655	multidrug efflux pump RND permease AcrB	complement(481254..484403)	refseq_gene_name	3150	1049	True
e_coli	acrD	acrD|NP_416965.1|NC_000913.3|b2470	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_416965.1	b2470	Escherichia coli str. K-12 substr. MG1655	multidrug efflux pump RND permease AcrD	2587595..2590708	refseq_gene_name	3114	1037	True
e_coli	acrR	acrR|NP_414997.1|NC_000913.3|b0464	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_414997.1	b0464	Escherichia coli str. K-12 substr. MG1655	DNA-binding transcriptional repressor AcrR	485761..486408	refseq_gene_name	648	215	True
e_coli	ampC	ampC|NP_418574.1|NC_000913.3|b4150	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_418574.1	b4150	Escherichia coli str. K-12 substr. MG1655	beta-lactamase	complement(4377811..4378944)	refseq_gene_name	1134	377	True
e_coli	ampD	ampD|NP_414652.1|NC_000913.3|b0110	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_414652.1	b0110	Escherichia coli str. K-12 substr. MG1655	1,6-anhydro-N-acetylmuramoyl-L-alanine amidase	118733..119284	refseq_gene_name	552	183	True
e_coli	ampG	ampG|NP_414967.1|NC_000913.3|b0433	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_414967.1	b0433	Escherichia coli str. K-12 substr. MG1655	muropeptide:H(+) symporter	complement(452070..453545)	refseq_gene_name	1476	491	True
e_coli	arnA	arnA|NP_416758.1|NC_000913.3|b2255	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_416758.1	b2255	Escherichia coli str. K-12 substr. MG1655	fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase	2368039..2370021	refseq_gene_name	1983	660	True
e_coli	arnB	arnB|NP_416756.6|NC_000913.3|b2253	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_416756.6	b2253	Escherichia coli str. K-12 substr. MG1655	UDP-4-amino-4-deoxy-L-arabinose aminotransferase	2365910..2367067	refseq_gene_name	1158	385	True
e_coli	arnC	arnC|NP_416757.1|NC_000913.3|b2254	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_416757.1	b2254	Escherichia coli str. K-12 substr. MG1655	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	2367071..2368039	refseq_gene_name	969	322	True
e_coli	arnD	arnD|NP_416759.1|NC_000913.3|b2256	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_416759.1	b2256	Escherichia coli str. K-12 substr. MG1655	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD	2370018..2370908	refseq_gene_name	891	296	True
e_coli	arnE	arnE|YP_588462.1|NC_000913.3|b4544	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	YP_588462.1	b4544	Escherichia coli str. K-12 substr. MG1655	undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnE subunit	2372557..2372892	refseq_gene_name	336	111	True
e_coli	arnF	arnF|NP_416761.4|NC_000913.3|b2258	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_416761.4	b2258	Escherichia coli str. K-12 substr. MG1655	undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnF subunit	2372892..2373278	refseq_gene_name	387	128	True
e_coli	arnT	arnT|NP_416760.1|NC_000913.3|b2257	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_416760.1	b2257	Escherichia coli str. K-12 substr. MG1655	lipid IVA 4-amino-4-deoxy-L-arabinosyltransferase	2370908..2372560	refseq_gene_name	1653	550	True
e_coli	cirA	cirA|NP_416660.1|NC_000913.3|b2155	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_416660.1	b2155	Escherichia coli str. K-12 substr. MG1655	Fe-catecholate outer membrane transporter CirA	complement(2244778..2246769)	refseq_gene_name	1992	663	True
e_coli	dacB	dacB|NP_417649.1|NC_000913.3|b3182	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_417649.1	b3182	Escherichia coli str. K-12 substr. MG1655	peptidoglycan DD-endopeptidase DacB	3328963..3330396	refseq_gene_name	1434	477	True
e_coli	emrA	emrA|NP_417170.1|NC_000913.3|b2685	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_417170.1	b2685	Escherichia coli str. K-12 substr. MG1655	multidrug efflux pump membrane fusion protein EmrA	2811427..2812599	refseq_gene_name	1173	390	True
e_coli	emrB	emrB|NP_417171.1|NC_000913.3|b2686	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_417171.1	b2686	Escherichia coli str. K-12 substr. MG1655	multidrug efflux pump membrane subunit EmrB	2812616..2814154	refseq_gene_name	1539	512	True
e_coli	emrR	emrR|NP_417169.1|NC_000913.3|b2684	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_417169.1	b2684	Escherichia coli str. K-12 substr. MG1655	DNA-binding transcriptional regulator MprA	2810770..2811300	refseq_gene_name	531	176	True
e_coli	envZ	envZ|NP_417863.1|NC_000913.3|b3404	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_417863.1	b3404	Escherichia coli str. K-12 substr. MG1655	sensor histidine kinase EnvZ	complement(3534516..3535868)	refseq_gene_name	1353	450	True
e_coli	eptA	eptA|NP_418538.2|NC_000913.3|b4114	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_418538.2	b4114	Escherichia coli str. K-12 substr. MG1655	phosphoethanolamine transferase EptA	complement(4333947..4335590)	refseq_gene_name	1644	547	True
e_coli	exbB	exbB|NP_417479.1|NC_000913.3|b3006	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_417479.1	b3006	Escherichia coli str. K-12 substr. MG1655	Ton complex subunit ExbB	complement(3151250..3151984)	refseq_gene_name	735	244	True
e_coli	exbD	exbD|NP_417478.1|NC_000913.3|b3005	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_417478.1	b3005	Escherichia coli str. K-12 substr. MG1655	Ton complex subunit ExbD	complement(3150818..3151243)	refseq_gene_name	426	141	True
e_coli	fecA	fecA|NP_418711.1|NC_000913.3|b4291	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_418711.1	b4291	Escherichia coli str. K-12 substr. MG1655	ferric citrate outer membrane transporter	complement(4514353..4516677)	refseq_gene_name	2325	774	True
e_coli	fepA	fepA|NP_415116.1|NC_000913.3|b0584	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_415116.1	b0584	Escherichia coli str. K-12 substr. MG1655	ferric enterobactin outer membrane transporter	complement(610254..612494)	refseq_gene_name	2241	746	True
e_coli	fhuA	fhuA|NP_414692.1|NC_000913.3|b0150	ncbi_refseq_auto	GCF_000005845.2	NC_000913.3	NP_414692.1	b0150	Escherichia coli str. K-12 substr. MG1655	ferrichrome outer membrane transporter/phage receptor	167484..169727	refseq_gene_name	2244	747	True
